file,class,type,wmc,lcom,loc,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-api\src\main\java\com\geekq\admin\pojo\OrdersExample.java,com.geekq.admin.pojo.OrdersExample,class,12,13,320,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-web\src\main\java\com\geekq\web\controller\PayController.java,com.geekq.web.controller.PayController,class,1,0,6,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-order\miaosha-order-api\src\main\java\com\geekq\api\entity\Goods.java,com.geekq.api.entity.Goods,class,0,0,9,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-web\src\main\java\com\geekq\miaosha\interceptor\AccessKey.java,com.geekq.miaosha.interceptor.AccessKey,class,2,1,8,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\entity\MiaoshaGoods.java,com.geekq.miasha.entity.MiaoshaGoods,class,0,0,7,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\service\rpchander\RpcCompensateService.java,com.geekq.miaosha.service.rpchander.RpcCompensateService,class,1,0,7,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\service\rpchander\RpcHandler.java,com.geekq.miaosha.service.rpchander.RpcHandler,interface,2,1,5,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-api\src\main\java\com\geekq\admin\service\IUserService.java,com.geekq.admin.service.IUserService,interface,4,6,6,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\enums\ResultStatus.java,com.geekq.common.enums.ResultStatus,enum,9,18,36,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\exception\GlobleExceptionHandler.java,com.geekq.miaosha.exception.GlobleExceptionHandler,class,3,0,21,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\domain\MiaoshaOrder.java,com.geekq.miaosha.domain.MiaoshaOrder,class,0,0,6,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\service\rpchander\vo\PlanStep.java,com.geekq.miaosha.service.rpchander.vo.PlanStep,class,23,170,72,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\common\SnowflakeIdWorker.java,com.geekq.miaosha.common.SnowflakeIdWorker,class,13,2,57,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\entity\MiaoshaUser.java,com.geekq.miasha.entity.MiaoshaUser,class,1,0,13,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\dao\MiaoShaUserDao.java,com.geekq.miaosha.dao.MiaoShaUserDao,interface,4,6,6,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\utils\resultbean\ResultJSON.java,com.geekq.common.utils.resultbean.ResultJSON,class,3,1,16,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-order\miaosha-order-provider\src\test\java\com\geekq\provider\DubboProviderApplicationTests.java,com.geekq.provider.DubboProviderApplicationTests,class,1,0,4,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-web\src\main\java\com\geekq\miaosha\interceptor\GlobalExceptionHandler.java,com.geekq.miaosha.interceptor.GlobalExceptionHandler,class,3,0,21,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\service\rpchander\enums\PlanStepStatus.java,com.geekq.miaosha.service.rpchander.enums.PlanStepStatus,enum,0,0,1,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-order\miaosha-order-api\src\main\java\com\geekq\api\service\GoodsService.java,com.geekq.api.service.GoodsService,interface,3,3,5,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\utils\JsonUtils.java,com.geekq.common.utils.JsonUtils,class,6,0,34,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-service\src\main\java\com\geekq\admin\mapper\UserinfoMapper.java,com.geekq.admin.mapper.UserinfoMapper,interface,5,10,7,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-web\src\main\java\com\geekq\miaosha\controller\MiaoshaController.java,com.geekq.miaosha.controller.MiaoshaController,class,21,0,126,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-order\miaosha-order-api\src\main\java\com\geekq\api\entity\GoodsVoOrder.java,com.geekq.api.entity.GoodsVoOrder,class,0,0,13,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-rpc\src\main\java\com\mooc\jiangzh\dubbo\springboot\springbootdubbo\SpringbootDubboApplication.java,com.mooc.jiangzh.dubbo.springboot.springbootdubbo.SpringbootDubboApplication,class,1,0,5,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\entity\IpLog.java,com.geekq.miasha.entity.IpLog,class,4,1,25,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\enums\enums\MessageStatus.java,com.geekq.miasha.enums.enums.MessageStatus$ContentEnum,enum,3,0,13,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-web\src\main\java\com\geekq\web\controller\BaseController.java,com.geekq.web.controller.BaseController,class,0,0,2,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\vo\LoginVo.java,com.geekq.miasha.vo.LoginVo,class,5,0,19,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-service\src\main\java\com\geekq\miaosha\service\LoginInfoService.java,com.geekq.miaosha.service.LoginInfoService,interface,1,0,3,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-api\src\main\java\com\geekq\admin\service\ISystemDictionaryService.java,com.geekq.admin.service.ISystemDictionaryService,interface,6,15,8,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-api\src\main\java\com\geekq\admin\service\IIpLogService.java,com.geekq.admin.service.IIpLogService,interface,2,1,4,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\common\resultbean\ResultGeekQ.java,com.geekq.miaosha.common.resultbean.ResultGeekQ,class,10,33,37,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-service\src\main\java\com\geekq\admin\utils\UserContext.java,com.geekq.admin.utils.UserContext,class,5,8,24,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\enums\enums\MessageStatus.java,com.geekq.miasha.enums.enums.MessageStatus,class,0,0,25,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\enums\YesOrNo.java,com.geekq.miasha.enums.YesOrNo,enum,2,0,8,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\vo\LoginVo.java,com.geekq.common.vo.LoginVo,class,1,0,7,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-rpc\dubbo-provider\src\main\java\com\geekq\dubbo\springboot\privoder\config\TCCConfig.java,com.geekq.dubbo.springboot.privoder.config.TCCConfig,class,0,0,2,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-web\src\main\java\com\geekq\miaosha\controller\GoodsController.java,com.geekq.miaosha.controller.GoodsController,class,12,0,89,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-order\miaosha-order-api\src\main\java\com\geekq\api\utils\ResultGeekQOrder.java,com.geekq.api.utils.ResultGeekQOrder,class,11,43,39,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-api\src\main\java\com\geekq\admin\service\ILogininfoService.java,com.geekq.admin.service.ILogininfoService,interface,6,15,8,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-service\src\main\java\com\geekq\admin\mapper\SystemDictionaryItemMapper.java,com.geekq.admin.mapper.SystemDictionaryItemMapper,interface,8,28,10,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\validator\MobileValidator.java,com.geekq.miasha.validator.MobileValidator,class,4,0,19,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\mybatis\entity\User.java,com.geekq.miaosha.mybatis.entity.User,class,1,0,9,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-service\src\main\java\com\geekq\admin\service\impl\SystemDictionaryServiceImpl.java,com.geekq.admin.service.impl.SystemDictionaryServiceImpl,class,10,3,42,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\validator\MobileValidator.java,com.geekq.common.validator.MobileValidator,class,4,0,19,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\utils\ValidatorUtil.java,com.geekq.common.utils.ValidatorUtil,class,2,0,10,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\enums\MessageStatus.java,com.geekq.common.enums.MessageStatus$sendType,enum,0,0,1,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-rpc\dubbo-api\src\main\java\com\geekq\dubbo\springboot\ServiceAPI.java,com.geekq.dubbo.springboot.ServiceAPI,interface,4,6,6,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-service\src\main\java\com\geekq\miaosha\redis\RedisPoolFactory.java,com.geekq.miaosha.redis.RedisPoolFactory,class,1,0,11,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\enums\SexEnum.java,com.geekq.common.enums.SexEnum,enum,2,0,8,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-service\src\main\java\com\geekq\admin\service\impl\LogininfoServiceImpl.java,com.geekq.admin.service.impl.LogininfoServiceImpl,class,10,9,62,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\domain\MiaoshaGoods.java,com.geekq.miaosha.domain.MiaoshaGoods,class,0,0,7,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\utils\MD5Utils.java,com.geekq.miaosha.utils.MD5Utils,class,4,4,19,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\enums\Constanst.java,com.geekq.miasha.enums.Constanst,class,0,0,15,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-order\miaosha-order-api\src\main\java\com\geekq\api\utils\ResultStatusOrder.java,com.geekq.api.utils.ResultStatusOrder,enum,9,18,36,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-rpc\dubbo-consumer\src\main\java\com\geekq\dubbo\springboot\consumer\ConsumerApplication.java,com.geekq.dubbo.springboot.consumer.ConsumerApplication,class,1,0,7,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-service\src\main\java\com\geekq\admin\service\impl\SystemDictionaryUtil.java,com.geekq.admin.service.impl.SystemDictionaryUtil,class,1,0,6,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-web\src\main\java\com\geekq\miaosha\config\WebConfig.java,com.geekq.miaosha.config.WebConfig,class,2,1,12,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\common\Constanst.java,com.geekq.miaosha.common.Constanst$orderStaus,enum,3,0,11,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-service\src\main\java\com\geekq\miaosha\redis\MiaoShaUserKey.java,com.geekq.miaosha.redis.MiaoShaUserKey,class,1,0,8,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\utils\DateUtil.java,com.geekq.common.utils.DateUtil,class,2,1,8,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\utils\SnowflakeIdWorker.java,com.geekq.common.utils.SnowflakeIdWorker,class,13,2,57,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-service\src\main\java\com\geekq\miaosha\redis\DistributedLocker.java,com.geekq.miaosha.redis.DistributedLocker,interface,4,6,6,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\service\rpchander\vo\HandlerParam.java,com.geekq.miaosha.service.rpchander.vo.HandlerParam,class,0,0,5,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\mybatis\controller\UbatisController.java,com.geekq.miaosha.mybatis.controller.UbatisController,class,8,0,46,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-service\src\main\java\com\geekq\miaosha\service\GoodsService.java,com.geekq.miaosha.service.GoodsService,class,4,0,15,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-order\miaosha-order-provider\src\main\java\com\geekq\provider\DubboProviderApplication.java,com.geekq.provider.DubboProviderApplication,class,1,0,5,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-rpc\dubbo-api\src\test\java\com\geekq\dubbo\springboot\AppTest.java,com.geekq.dubbo.springboot.AppTest,class,1,0,5,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\domain\MiaoShaMessageInfo.java,com.geekq.miaosha.domain.MiaoShaMessageInfo,class,0,0,14,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-service\src\main\java\com\geekq\miaosha\redis\MiaoshaKey.java,com.geekq.miaosha.redis.MiaoshaKey,class,1,0,9,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\access\UserContext.java,com.geekq.miaosha.access.UserContext,class,3,0,12,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\enums\Constants.java,com.geekq.miasha.enums.Constants,class,0,0,7,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-order\miaosha-order-api\src\main\java\com\geekq\api\service\GoodsServiceMock.java,com.geekq.api.service.GoodsServiceMock,class,3,3,14,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-api\src\main\java\com\geekq\admin\pojo\OrdersExample.java,com.geekq.admin.pojo.OrdersExample$Criterion,innerclass,14,22,66,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\validator\MobileValidator.java,com.geekq.miaosha.validator.MobileValidator,class,4,0,19,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-web\src\main\java\com\geekq\miaosha\controller\BaseController.java,com.geekq.miaosha.controller.BaseController,class,6,1,35,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\utils\MD5Utils.java,com.geekq.miasha.utils.MD5Utils,class,6,13,28,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\utils\UUIDUtil.java,com.geekq.miasha.utils.UUIDUtil,class,1,0,5,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\enums\Constants.java,com.geekq.common.enums.Constants,class,0,0,7,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\enums\OrderStatusEnum.java,com.geekq.miasha.enums.OrderStatusEnum,enum,6,0,21,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-service\src\main\java\com\geekq\miaosha\redis\redismanager\RedisLua.java,com.geekq.miaosha.redis.redismanager.RedisLua,class,8,4,81,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\common\enums\MessageStatus.java,com.geekq.miaosha.common.enums.MessageStatus$ContentEnum,enum,3,0,13,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-service\src\main\java\com\geekq\admin\mapper\AccountMapper.java,com.geekq.admin.mapper.AccountMapper,interface,5,10,7,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\utils\ValidatorUtil.java,com.geekq.miasha.utils.ValidatorUtil,class,2,0,10,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\enums\OrderStatusEnum.java,com.geekq.common.enums.OrderStatusEnum,enum,6,0,21,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\entity\MiaoshaOrder.java,com.geekq.miasha.entity.MiaoshaOrder,class,0,0,6,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-order\miaosha-order-provider\src\main\java\com\geekq\provider\service\impl\GoodsServiceImpl.java,com.geekq.provider.service.impl.GoodsServiceImpl,class,6,0,33,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\entity\BaseDomain.java,com.geekq.miasha.entity.BaseDomain,class,0,0,3,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\utils\SnowflakeIdWorker.java,com.geekq.miasha.utils.SnowflakeIdWorker,class,15,7,65,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-order\miaosha-order-api\src\main\java\com\geekq\api\utils\AbstractResultOrder.java,com.geekq.api.utils.AbstractResultOrder,class,16,0,50,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\enums\MessageStatus.java,com.geekq.common.enums.MessageStatus$messageType,enum,2,0,8,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\utils\numcal\BitStatesUtils.java,com.geekq.common.utils.numcal.BitStatesUtils,class,6,3,24,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\utils\DateTimeUtils.java,com.geekq.miasha.utils.DateTimeUtils,class,7,8,31,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\utils\UserContext.java,com.geekq.miasha.utils.UserContext,class,3,0,12,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-service\src\main\java\com\geekq\miaosha\redis\RedisConfig.java,com.geekq.miaosha.redis.RedisConfig,class,14,77,51,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\mybatis\Mapper\UserMapper.java,com.geekq.miaosha.mybatis.Mapper.UserMapper,interface,9,36,11,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-service\src\main\java\com\geekq\admin\redis\RedisClient.java,com.geekq.admin.redis.RedisClient,class,11,0,92,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-api\src\main\java\com\geekq\admin\pojo\OrdersExample.java,com.geekq.admin.pojo.OrdersExample$GeneratedCriteria,innerclass,54,1134,202,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\vo\LoginVo.java,com.geekq.miaosha.vo.LoginVo,class,1,0,7,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-service\src\main\java\com\geekq\miaosha\redis\KeyPrefix.java,com.geekq.miaosha.redis.KeyPrefix,interface,2,1,4,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-rpc\dubbo-api\src\main\java\dto\CapitalTradeOrderDto.java,dto.CapitalTradeOrderDto,class,10,35,38,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-api\src\main\java\com\geekq\admin\service\RedisCacheStorageService.java,com.geekq.admin.service.RedisCacheStorageService,interface,2,1,4,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-service\src\main\java\com\geekq\miaosha\rabbitmq\MQSender.java,com.geekq.miaosha.rabbitmq.MQSender,class,3,0,19,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-service\src\main\java\com\geekq\admin\service\impl\IpLogServiceImpl.java,com.geekq.admin.service.impl.IpLogServiceImpl,class,3,0,15,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-api\src\main\java\com\geekq\admin\entity\SystemDictionary.java,com.geekq.admin.entity.SystemDictionary,class,1,0,14,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\redis\redismanager\RedisUtil.java,com.geekq.miaosha.redis.redismanager.RedisUtil,class,149,0,1084,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-rpc\dubbo-provider\src\main\java\com\geekq\dubbo\springboot\privoder\PrivoderApplication.java,com.geekq.dubbo.springboot.privoder.PrivoderApplication,class,1,0,5,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-service\src\main\java\com\geekq\admin\service\impl\UserServiceImpl.java,com.geekq.admin.service.impl.UserServiceImpl,class,4,6,13,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\utils\UserUtil.java,com.geekq.miaosha.utils.UserUtil,class,7,1,73,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-service\src\main\java\com\geekq\miaosha\service\MiaoshaService.java,com.geekq.miaosha.service.MiaoshaService,class,30,8,144,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\common\Constanst.java,com.geekq.miaosha.common.Constanst,class,0,0,15,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-api\src\main\java\com\geekq\admin\service\IAccountService.java,com.geekq.admin.service.IAccountService,interface,4,6,6,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\enums\MessageStatus.java,com.geekq.common.enums.MessageStatus,class,0,0,25,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-web\src\main\java\com\geekq\web\controller\PersonController.java,com.geekq.web.controller.PersonController,class,1,0,13,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v1\src\main\java\com\geekq\miaosha\vo\OrderDetailVo.java,com.geekq.miaosha.vo.OrderDetailVo,class,4,2,16,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-rpc\dubbo-api\src\main\java\com\geekq\dubbo\springboot\CapAccountTradeOrderService.java,com.geekq.dubbo.springboot.CapAccountTradeOrderService,interface,2,1,4,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-v2\miaosha-common\src\main\java\com\geekq\miasha\enums\enums\ResultStatus.java,com.geekq.miasha.enums.enums.ResultStatus,enum,9,18,36,,,,,,,
E:\OOD\projectsnew\miaosha-master\miaosha-admin\miaosha-admin-common\src\main\java\com\geekq\common\utils\numcal\CalculateUtil.java,com.geekq.common.utils.numcal.CalculateUtil,class,21,15,99,,,,,,,
,,,5.62,13.28,28.468,,,,,,,
