file,class,type,rfc,lcom,loc
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\view\ClassLoaderView.java,com.taobao.arthas.core.command.view.ClassLoaderView,class,50,91,132
E:\OOD\projectsnew\arthas-master\tunnel-server\src\main\java\com\alibaba\arthas\tunnel\server\app\configuration\TunnelClusterStoreConfiguration.java,com.alibaba.arthas.tunnel.server.app.configuration.TunnelClusterStoreConfiguration$RedisTunnelClusterStoreConfiguration,innerclass,1,0,7
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\future\Future.java,com.taobao.arthas.core.shell.future.Future$Anonymous1,anonymous,5,0,10
E:\OOD\projectsnew\arthas-master\tunnel-server\src\main\java\com\alibaba\arthas\tunnel\server\app\web\StatController.java,com.alibaba.arthas.tunnel.server.app.web.StatController,class,3,0,9
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\klass100\RetransformCommand.java,com.taobao.arthas.core.command.klass100.RetransformCommand$RetransformEntry,innerclass,1,55,55
E:\OOD\projectsnew\arthas-master\core\src\main\java\one\profiler\Events.java,one.profiler.Events,class,0,0,7
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\command\internal\GrepHandler.java,com.taobao.arthas.core.shell.command.internal.GrepHandler,class,28,0,126
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\CompletionAdaptor.java,com.taobao.arthas.core.shell.term.impl.CompletionAdaptor,class,15,1,52
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\system\impl\JobImpl.java,com.taobao.arthas.core.shell.system.impl.JobImpl,class,22,49,172
E:\OOD\projectsnew\arthas-master\arthas-spring-boot-starter\src\it\arthas-spring-boot-starter-example\src\main\java\com\example\arthasspringbootstarterexample\ArthasSpringBootStarterExampleApplication.java,com.example.arthasspringbootstarterexample.ArthasSpringBootStarterExampleApplication,class,4,0,8
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\advisor\SpyInterceptors.java,com.taobao.arthas.core.advisor.SpyInterceptors$SpyInterceptor1,innerclass,1,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\monitor200\ThreadSampler.java,com.taobao.arthas.core.command.monitor200.ThreadSampler$Anonymous1,anonymous,1,0,15
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\monitor200\ThreadSampler.java,com.taobao.arthas.core.command.monitor200.ThreadSampler$Anonymous2,anonymous,1,0,15
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\advisor\SpyInterceptors.java,com.taobao.arthas.core.advisor.SpyInterceptors$SpyInterceptor3,innerclass,1,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\basic1000\SessionCommand.java,com.taobao.arthas.core.command.basic1000.SessionCommand,class,17,0,21
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\advisor\SpyInterceptors.java,com.taobao.arthas.core.advisor.SpyInterceptors$SpyInterceptor2,innerclass,1,0,5
E:\OOD\projectsnew\arthas-master\client\src\main\java\org\apache\commons\net\telnet\SuppressGAOptionHandler.java,org.apache.commons.net.telnet.SuppressGAOptionHandler,class,0,1,8
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\SessionModel.java,com.taobao.arthas.core.command.model.SessionModel,class,0,66,47
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\view\ResultView.java,com.taobao.arthas.core.command.view.ResultView,class,1,1,6
E:\OOD\projectsnew\arthas-master\tunnel-server\src\main\java\com\alibaba\arthas\tunnel\server\TunnelServer.java,com.alibaba.arthas.tunnel.server.TunnelServer,class,33,261,151
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\TimeFragmentVO.java,com.taobao.arthas.core.command.model.TimeFragmentVO,class,0,231,92
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\util\collection\ThreadUnsafeFixGaStack.java,com.taobao.arthas.core.util.collection.ThreadUnsafeFixGaStack,class,3,0,35
E:\OOD\projectsnew\arthas-master\tunnel-client\src\main\java\com\alibaba\arthas\tunnel\client\ProxyClient.java,com.alibaba.arthas.tunnel.client.ProxyClient$HttpProxyClientHandler,innerclass,17,1,38
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\klass100\ClassLoaderCommand.java,com.taobao.arthas.core.command.klass100.ClassLoaderCommand,class,102,258,533
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\TomcatInfoVO.java,com.taobao.arthas.core.command.model.TomcatInfoVO$ThreadPool,innerclass,0,10,30
E:\OOD\projectsnew\arthas-master\core\src\test\java\com\taobao\arthas\core\shell\cli\impl\CliTokenImplTest.java,com.taobao.arthas.core.shell.cli.impl.CliTokenImplTest,class,11,10,47
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\ThrowNode.java,com.taobao.arthas.core.command.model.ThrowNode,class,0,15,26
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\util\ObjectUtils.java,com.taobao.arthas.core.util.ObjectUtils,class,63,703,582
E:\OOD\projectsnew\arthas-master\client\src\main\java\org\apache\commons\net\SocketClient.java,org.apache.commons.net.SocketClient,class,47,759,272
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\handlers\shell\ShellForegroundUpdateHandler.java,com.taobao.arthas.core.shell.handlers.shell.ShellForegroundUpdateHandler,class,1,0,11
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\handlers\server\TermServerTermHandler.java,com.taobao.arthas.core.shell.handlers.server.TermServerTermHandler,class,1,0,9
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\ClassDetailVO.java,com.taobao.arthas.core.command.model.ClassDetailVO,class,0,527,121
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\handlers\term\SizeHandlerWrapper.java,com.taobao.arthas.core.shell.handlers.term.SizeHandlerWrapper,class,1,0,9
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\util\UserStatUtil.java,com.taobao.arthas.core.util.UserStatUtil$Anonymous1,anonymous,1,0,7
E:\OOD\projectsnew\arthas-master\common\src\main\java\com\taobao\arthas\common\Pair.java,com.taobao.arthas.common.Pair,class,2,0,44
E:\OOD\projectsnew\arthas-master\arthas-spring-boot-starter\src\main\java\com\alibaba\arthas\spring\endpoints\ArthasEndPointAutoConfiguration.java,com.alibaba.arthas.spring.endpoints.ArthasEndPointAutoConfiguration,class,0,0,5
E:\OOD\projectsnew\arthas-master\arthas-spring-boot-starter\src\main\java\com\alibaba\arthas\spring\StringUtils.java,com.alibaba.arthas.spring.StringUtils,class,12,0,24
E:\OOD\projectsnew\arthas-master\client\src\main\java\org\apache\commons\net\telnet\TelnetOptionHandler.java,org.apache.commons.net.telnet.TelnetOptionHandler,class,0,106,64
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\env\SystemPropertyUtils.java,com.taobao.arthas.core.env.SystemPropertyUtils$SystemPropertyPlaceholderResolver,innerclass,3,0,19
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\env\AbstractPropertyResolver.java,com.taobao.arthas.core.env.AbstractPropertyResolver,class,13,178,97
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\handlers\server\SessionClosedHandler.java,com.taobao.arthas.core.shell.handlers.server.SessionClosedHandler,class,1,0,11
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\RuntimeInfoVO.java,com.taobao.arthas.core.command.model.RuntimeInfoVO,class,0,120,60
E:\OOD\projectsnew\arthas-master\common\src\main\java\com\taobao\arthas\common\concurrent\ConcurrentWeakKeyHashMap.java,com.taobao.arthas.common.concurrent.ConcurrentWeakKeyHashMap$Values,innerclass,4,10,17
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\advisor\AdviceListenerManager.java,com.taobao.arthas.core.advisor.AdviceListenerManager$FakeBootstrapClassLoader,innerclass,0,0,2
E:\OOD\projectsnew\arthas-master\client\src\main\java\org\apache\commons\net\ProtocolCommandEvent.java,org.apache.commons.net.ProtocolCommandEvent,class,1,3,35
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\impl\ShellServerImpl.java,com.taobao.arthas.core.shell.impl.ShellServerImpl$Anonymous2,anonymous,1,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\command\impl\AnnotatedCommandImpl.java,com.taobao.arthas.core.shell.command.impl.AnnotatedCommandImpl$ProcessHandler,innerclass,1,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\impl\ShellServerImpl.java,com.taobao.arthas.core.shell.impl.ShellServerImpl$Anonymous1,anonymous,1,0,7
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\basic1000\SystemPropertyCommand.java,com.taobao.arthas.core.command.basic1000.SystemPropertyCommand,class,9,2,39
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\view\ObjectView.java,com.taobao.arthas.core.view.ObjectView,class,55,0,443
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\view\SearchMethodView.java,com.taobao.arthas.core.command.view.SearchMethodView,class,13,0,23
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\HelpModel.java,com.taobao.arthas.core.command.model.HelpModel,class,1,14,30
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\SearchMethodModel.java,com.taobao.arthas.core.command.model.SearchMethodModel,class,0,39,41
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\advisor\Advice.java,com.taobao.arthas.core.advisor.Advice,class,1,25,63
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\httptelnet\NettyHttpTelnetTtyBootstrap.java,com.taobao.arthas.core.shell.term.impl.httptelnet.NettyHttpTelnetTtyBootstrap,class,11,57,64
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\monitor200\StackAdviceListener.java,com.taobao.arthas.core.command.monitor200.StackAdviceListener,class,26,6,44
E:\OOD\projectsnew\arthas-master\memorycompiler\src\test\resources\TestLogger1.java,com.test.TestLogger1,class,0,1830,135
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\view\KVView.java,com.taobao.arthas.core.view.KVView,class,11,0,27
E:\OOD\projectsnew\arthas-master\arthas-vmtool\src\test\java\arthas\VmToolTest.java,arthas.VmToolTest$AAA,innerclass,0,0,2
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\view\ObjectView.java,com.taobao.arthas.core.view.ObjectView$ObjectTooLargeException,innerclass,0,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\monitor200\MonitorData.java,com.taobao.arthas.core.command.monitor200.MonitorData,class,0,77,54
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\env\AbstractPropertyResolver.java,com.taobao.arthas.core.env.AbstractPropertyResolver$Anonymous1,anonymous,1,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\env\MissingRequiredPropertiesException.java,com.taobao.arthas.core.env.MissingRequiredPropertiesException,class,2,1,12
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\klass100\ClassLoaderCommand.java,com.taobao.arthas.core.command.klass100.ClassLoaderCommand$Filter,interface,0,0,3
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\TraceModel.java,com.taobao.arthas.core.command.model.TraceModel,class,0,9,25
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\http\api\ObjectVOFilter.java,com.taobao.arthas.core.shell.term.impl.http.api.ObjectVOFilter,class,3,0,10
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\HttpTermServer.java,com.taobao.arthas.core.shell.term.impl.HttpTermServer,class,14,7,57
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\distribution\ResultConsumer.java,com.taobao.arthas.core.distribution.ResultConsumer,interface,0,36,11
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\httptelnet\NettyHttpTelnetBootstrap.java,com.taobao.arthas.core.shell.term.impl.httptelnet.NettyHttpTelnetBootstrap,class,12,11,54
E:\OOD\projectsnew\arthas-master\core\src\test\java\com\taobao\arthas\core\config\ServerProperties.java,com.taobao.arthas.core.config.ServerProperties,class,0,54,44
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\util\NetUtils.java,com.taobao.arthas.core.util.NetUtils$Response,innerclass,0,0,18
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\httptelnet\NettyHttpTelnetBootstrap.java,com.taobao.arthas.core.shell.term.impl.httptelnet.NettyHttpTelnetBootstrap$Anonymous3,anonymous,3,0,10
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\httptelnet\NettyHttpTelnetBootstrap.java,com.taobao.arthas.core.shell.term.impl.httptelnet.NettyHttpTelnetBootstrap$Anonymous2,anonymous,3,0,10
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\advisor\AdviceListener.java,com.taobao.arthas.core.advisor.AdviceListener,interface,0,15,8
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\basic1000\HistoryCommand.java,com.taobao.arthas.core.command.basic1000.HistoryCommand,class,18,0,47
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\env\ConversionService.java,com.taobao.arthas.core.env.ConversionService,interface,0,1,4
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\httptelnet\NettyHttpTelnetBootstrap.java,com.taobao.arthas.core.shell.term.impl.httptelnet.NettyHttpTelnetBootstrap$Anonymous1,anonymous,2,0,5
E:\OOD\projectsnew\arthas-master\tunnel-server\src\main\java\com\alibaba\arthas\tunnel\server\app\configuration\ArthasProperties.java,com.alibaba.arthas.tunnel.server.app.configuration.ArthasProperties$EmbeddedRedis,innerclass,0,20,30
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\klass100\ClassLoaderCommand.java,com.taobao.arthas.core.command.klass100.ClassLoaderCommand$SunReflectionClassLoaderFilter,innerclass,4,0,6
E:\OOD\projectsnew\arthas-master\core\src\test\java\com\taobao\arthas\core\util\matcher\WildcardMatcherTest.java,com.taobao.arthas.core.util.matcher.WildcardMatcherTest,class,3,0,20
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\monitor200\VmToolCommand.java,com.taobao.arthas.core.command.monitor200.VmToolCommand,class,51,44,207
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\distribution\ResultConsumerHelper.java,com.taobao.arthas.core.distribution.ResultConsumerHelper,class,24,0,55
E:\OOD\projectsnew\arthas-master\arthas-vmtool\src\test\java\arthas\VmToolTest.java,arthas.VmToolTest,class,31,28,107
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\CommandRequestModel.java,com.taobao.arthas.core.command.model.CommandRequestModel,class,0,8,35
E:\OOD\projectsnew\arthas-master\client\src\main\java\org\apache\commons\net\telnet\TelnetOutputStream.java,org.apache.commons.net.telnet.TelnetOutputStream,class,6,0,72
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\ChangeResultVO.java,com.taobao.arthas.core.command.model.ChangeResultVO,class,0,10,30
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\http\session\LRUCache.java,com.taobao.arthas.core.shell.term.impl.http.session.LRUCache,class,6,0,31
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\view\EchoView.java,com.taobao.arthas.core.command.view.EchoView,class,2,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\http\LocalTtyServerInitializer.java,com.taobao.arthas.core.shell.term.impl.http.LocalTtyServerInitializer,class,2,0,20
E:\OOD\projectsnew\arthas-master\client\src\main\java\org\apache\commons\net\telnet\SimpleOptionHandler.java,org.apache.commons.net.telnet.SimpleOptionHandler,class,0,1,8
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\advisor\SpyInterceptors.java,com.taobao.arthas.core.advisor.SpyInterceptors$SpyTraceInterceptor3,innerclass,1,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\advisor\SpyInterceptors.java,com.taobao.arthas.core.advisor.SpyInterceptors$SpyTraceInterceptor1,innerclass,1,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\JadModel.java,com.taobao.arthas.core.command.model.JadModel,class,0,106,58
E:\OOD\projectsnew\arthas-master\core\src\test\java\com\taobao\arthas\core\util\FileUtilsTest.java,com.taobao.arthas.core.util.FileUtilsTest,class,22,0,60
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\advisor\SpyInterceptors.java,com.taobao.arthas.core.advisor.SpyInterceptors$SpyTraceInterceptor2,innerclass,1,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\view\ResetView.java,com.taobao.arthas.core.command.view.ResetView,class,3,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\advisor\AdviceListenerManager.java,com.taobao.arthas.core.advisor.AdviceListenerManager$ClassLoaderAdviceListenerManager,innerclass,7,3,47
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\basic1000\GrepCommand.java,com.taobao.arthas.core.command.basic1000.GrepCommand,class,1,207,78
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\PerfCounterModel.java,com.taobao.arthas.core.command.model.PerfCounterModel,class,0,9,25
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\distribution\impl\TermResultDistributorImpl.java,com.taobao.arthas.core.distribution.impl.TermResultDistributorImpl,class,2,1,16
E:\OOD\projectsnew\arthas-master\core\src\test\java\com\taobao\arthas\core\util\ArrayUtilsTest.java,com.taobao.arthas.core.util.ArrayUtilsTest,class,4,1,13
E:\OOD\projectsnew\arthas-master\tunnel-server\src\main\java\com\alibaba\arthas\tunnel\server\utils\HttpUtils.java,com.alibaba.arthas.tunnel.server.utils.HttpUtils,class,4,1,20
E:\OOD\projectsnew\arthas-master\client\src\main\java\org\apache\commons\net\util\ListenerList.java,org.apache.commons.net.util.ListenerList,class,4,0,19
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\view\WatchView.java,com.taobao.arthas.core.command.view.WatchView,class,13,0,8
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\CommandVO.java,com.taobao.arthas.core.command.model.CommandVO,class,2,123,65
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\session\impl\SessionManagerImpl.java,com.taobao.arthas.core.shell.session.impl.SessionManagerImpl,class,33,14,137
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\monitor200\VmToolCommand.java,com.taobao.arthas.core.command.monitor200.VmToolCommand$Anonymous1,anonymous,3,1,8
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\monitor200\VmToolCommand.java,com.taobao.arthas.core.command.monitor200.VmToolCommand$Anonymous2,anonymous,2,1,8
E:\OOD\projectsnew\arthas-master\testcase\src\main\java\com\alibaba\arthas\Type.java,com.alibaba.arthas.Type,enum,0,0,1
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\klass100\DumpClassCommand.java,com.taobao.arthas.core.command.klass100.DumpClassCommand,class,42,36,121
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\http\api\ApiException.java,com.taobao.arthas.core.shell.term.impl.http.api.ApiException,class,0,1,8
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\command\CommandBuilder.java,com.taobao.arthas.core.shell.command.CommandBuilder,class,1,10,11
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\klass100\ClassLoaderCommand.java,com.taobao.arthas.core.command.klass100.ClassLoaderCommand$Anonymous2,anonymous,2,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\klass100\ClassLoaderCommand.java,com.taobao.arthas.core.command.klass100.ClassLoaderCommand$Anonymous3,anonymous,5,0,7
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\klass100\ClassLoaderCommand.java,com.taobao.arthas.core.command.klass100.ClassLoaderCommand$Anonymous1,anonymous,2,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\util\LogUtil.java,com.taobao.arthas.core.util.LogUtil,class,28,4,82
E:\OOD\projectsnew\arthas-master\core\src\test\java\com\taobao\arthas\core\util\matcher\FalseMatcherTest.java,com.taobao.arthas.core.util.matcher.FalseMatcherTest,class,2,0,8
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\view\Base64View.java,com.taobao.arthas.core.command.view.Base64View,class,2,0,9
E:\OOD\projectsnew\arthas-master\core\src\test\java\com\taobao\arthas\core\util\matcher\TrueMatcherTest.java,com.taobao.arthas.core.util.matcher.TrueMatcherTest,class,2,0,8
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\util\matcher\WildcardMatcher.java,com.taobao.arthas.core.util.matcher.WildcardMatcher,class,3,0,77
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\DashboardModel.java,com.taobao.arthas.core.command.model.DashboardModel,class,0,45,40
E:\OOD\projectsnew\arthas-master\tunnel-client\src\main\java\com\alibaba\arthas\tunnel\client\ForwardClientSocketClientHandler.java,com.alibaba.arthas.tunnel.client.ForwardClientSocketClientHandler,class,26,3,79
E:\OOD\projectsnew\arthas-master\tunnel-server\src\main\java\com\alibaba\arthas\tunnel\server\endpoint\ArthasEndPointAutoconfiguration.java,com.alibaba.arthas.tunnel.server.endpoint.ArthasEndPointAutoconfiguration,class,0,0,5
E:\OOD\projectsnew\arthas-master\core\src\test\java\com\taobao\arthas\core\config\SystemObject.java,com.taobao.arthas.core.config.SystemObject,class,0,9,23
E:\OOD\projectsnew\arthas-master\tunnel-client\src\main\java\com\alibaba\arthas\tunnel\client\TunnelClient.java,com.alibaba.arthas.tunnel.client.TunnelClient,class,25,75,120
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\history\HistoryManager.java,com.taobao.arthas.core.shell.history.HistoryManager,interface,0,15,8
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\http\api\HttpApiHandler.java,com.taobao.arthas.core.shell.term.impl.http.api.HttpApiHandler,class,119,162,519
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\term\impl\http\HttpRequestHandler.java,com.taobao.arthas.core.shell.term.impl.http.HttpRequestHandler$Anonymous1,anonymous,1,0,5
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\view\TreeView.java,com.taobao.arthas.core.view.TreeView$Node,innerclass,11,39,71
E:\OOD\projectsnew\arthas-master\testcase\src\main\java\com\alibaba\arthas\Pojo.java,com.alibaba.arthas.Pojo,class,0,9,23
E:\OOD\projectsnew\arthas-master\client\src\main\java\org\apache\commons\net\MalformedServerReplyException.java,org.apache.commons.net.MalformedServerReplyException,class,0,1,9
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\ThreadModel.java,com.taobao.arthas.core.command.model.ThreadModel,class,0,117,63
E:\OOD\projectsnew\arthas-master\client\src\main\java\org\apache\commons\net\telnet\TelnetInputListener.java,org.apache.commons.net.telnet.TelnetInputListener,interface,0,0,3
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\view\TableView.java,com.taobao.arthas.core.view.TableView$ColumnDefine,innerclass,6,4,38
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\ShellServer.java,com.taobao.arthas.core.shell.ShellServer,class,2,66,22
E:\OOD\projectsnew\arthas-master\common\src\main\java\com\taobao\arthas\common\concurrent\ConcurrentWeakKeyHashMap.java,com.taobao.arthas.common.concurrent.ConcurrentWeakKeyHashMap$KeyIterator,innerclass,2,1,8
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\view\ThreadView.java,com.taobao.arthas.core.command.view.ThreadView,class,23,0,54
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\model\ClassLoaderVO.java,com.taobao.arthas.core.command.model.ClassLoaderVO,class,1,75,52
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\express\ExpressException.java,com.taobao.arthas.core.command.express.ExpressException,class,0,0,10
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\basic1000\CatCommand.java,com.taobao.arthas.core.command.basic1000.CatCommand,class,16,5,66
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\util\matcher\EqualsMatcher.java,com.taobao.arthas.core.util.matcher.EqualsMatcher,class,1,0,9
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\util\ResultUtils.java,com.taobao.arthas.core.util.ResultUtils$PaginationHandler,interface,0,0,3
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\env\PropertySources.java,com.taobao.arthas.core.env.PropertySources,interface,0,1,4
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\command\express\CustomClassResolver.java,com.taobao.arthas.core.command.express.CustomClassResolver,class,7,1,28
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\util\ClassLoaderUtils.java,com.taobao.arthas.core.util.ClassLoaderUtils,class,27,15,128
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\util\SearchUtils.java,com.taobao.arthas.core.util.SearchUtils,class,24,55,92
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\shell\cli\impl\CliTokenImpl.java,com.taobao.arthas.core.shell.cli.impl.CliTokenImpl,class,25,27,117
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\env\Environment.java,com.taobao.arthas.core.env.Environment,interface,0,0,2
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\distribution\ResultDistributor.java,com.taobao.arthas.core.distribution.ResultDistributor,interface,0,1,4
E:\OOD\projectsnew\arthas-master\core\src\main\java\com\taobao\arthas\core\util\ThreadLocalWatch.java,com.taobao.arthas.core.util.ThreadLocalWatch$Anonymous1,anonymous,0,0,5
